gene_name,gene_id,Chow,HFD,FC,P
Nop14,ENSMUSG00000036693,5.63,3.62,-0.64,9.90E-01
Chmp4c,ENSMUSG00000027536,208.6,133.96,-0.64,5.00E-01
Plek2,ENSMUSG00000021118,39.61,25.44,-0.64,8.70E-01
Casp8ap2,ENSMUSG00000028282,16.3,10.45,-0.64,8.60E-01
Tax1bp1,ENSMUSG00000004535,432.3,277.82,-0.64,3.60E-01
Gpaa1,ENSMUSG00000022561,8.1,5.21,-0.64,9.60E-01
Cox6b1,ENSMUSG00000036751,32.93,51.21,0.64,6.90E-01
Aste1,ENSMUSG00000032567,4.15,2.66,-0.64,9.80E-01
Zrsr1,ENSMUSG00000044068,1.97,3.05,0.64,9.80E-01
Ciao1,ENSMUSG00000003662,8.27,12.89,0.64,9.30E-01
Ifrd1,ENSMUSG00000001627,186.69,120.11,-0.64,5.60E-01
Tubgcp6,ENSMUSG00000051786,16.97,26.4,0.64,8.10E-01
Lims1,ENSMUSG00000019920,9.46,14.7,0.64,8.70E-01
Mier1,ENSMUSG00000028522,103.57,66.64,-0.64,3.00E-01
Rhbdf2,ENSMUSG00000020806,22.76,14.66,-0.64,8.20E-01
Efr3b,ENSMUSG00000020658,39.89,61.96,0.64,8.80E-01
Lmbr1l,ENSMUSG00000022999,35.68,22.95,-0.64,7.90E-01
Taf12,ENSMUSG00000028899,8.26,12.8,0.64,8.40E-01
Bzw1,ENSMUSG00000051223,27.99,43.52,0.64,6.70E-01
Bri3bp,ENSMUSG00000037905,10.46,16.23,0.63,9.60E-01
Phc2,ENSMUSG00000028796,34.57,22.28,-0.63,8.00E-01
Gtf3c2,ENSMUSG00000106864,6.64,4.28,-0.63,9.50E-01
5830417I10Rik,ENSMUSG00000078684,4.48,2.88,-0.63,9.80E-01
Baiap2l2,ENSMUSG00000018126,187.38,120.72,-0.63,6.00E-01
Spryd7,ENSMUSG00000021930,9.77,15.12,0.63,9.30E-01
Cobl,ENSMUSG00000020173,623.16,401.65,-0.63,6.70E-01
Nyap1,ENSMUSG00000045348,37.95,24.48,-0.63,7.80E-01
Hprt,ENSMUSG00000025630,13.87,21.49,0.63,7.00E-01
Cdk2,ENSMUSG00000025358,4.7,3.03,-0.63,9.90E-01
Mrpl24,ENSMUSG00000019710,24.67,15.94,-0.63,7.90E-01
Msl2,ENSMUSG00000066415,31.84,20.55,-0.63,7.90E-01
Erich4,ENSMUSG00000074261,78.25,121.26,0.63,4.80E-01
Cgref1,ENSMUSG00000029161,160.39,248.61,0.63,2.10E-01
Cc2d1a,ENSMUSG00000036686,49.51,32,-0.63,7.00E-01
Bicdl1,ENSMUSG00000041609,11.21,7.24,-0.63,9.20E-01
Tmem140,ENSMUSG00000057137,42.26,27.29,-0.63,8.80E-01
Rpl41,ENSMUSG00000093674,44.22,28.56,-0.63,8.40E-01
Dusp4,ENSMUSG00000031530,3.11,4.82,0.63,9.90E-01
Gm22456,ENSMUSG00000064512,1.29,0.83,-0.63,9.90E-01
Npc1,ENSMUSG00000024413,130,84.02,-0.63,8.10E-01
Nudcd3,ENSMUSG00000053838,22.76,35.25,0.63,6.70E-01
Trappc9,ENSMUSG00000047921,14.32,22.13,0.63,6.80E-01
Psmf1,ENSMUSG00000032869,8.94,5.78,-0.63,9.70E-01
Itgb1,ENSMUSG00000025809,109.86,71.12,-0.63,6.30E-01
Mcfd2,ENSMUSG00000024150,55.09,85.14,0.63,4.70E-01
Grpel2,ENSMUSG00000024580,36.6,23.7,-0.63,7.80E-01
Lmnb2,ENSMUSG00000062075,9.53,6.16,-0.63,9.30E-01
Zswim1,ENSMUSG00000017764,0.96,0.62,-0.63,9.90E-01
Fignl2,ENSMUSG00000095440,3.56,5.49,0.63,9.60E-01
Lamtor1,ENSMUSG00000030842,10.54,16.27,0.63,8.20E-01
Plekha1,ENSMUSG00000040268,132.23,85.66,-0.63,6.30E-01
Nab1,ENSMUSG00000002881,33.31,21.57,-0.63,8.40E-01
Copa,ENSMUSG00000026553,229.77,354.79,0.63,2.50E-01
Taf5l,ENSMUSG00000038697,11.35,17.51,0.63,9.60E-01
Lrrc75a,ENSMUSG00000046417,41.63,27,-0.63,6.30E-01
Serpinb5,ENSMUSG00000067006,6.13,3.97,-0.63,9.10E-01
Rer1,ENSMUSG00000029048,30.33,46.75,0.62,5.80E-01
Cerk,ENSMUSG00000035891,78.72,51.09,-0.62,7.90E-01
Gm15331,ENSMUSG00000083020,2.9,4.47,0.62,9.90E-01
Atg14,ENSMUSG00000037526,17.96,11.67,-0.62,9.10E-01
Slc38a10,ENSMUSG00000061306,102.1,157.3,0.62,5.60E-01
Tnfrsf14,ENSMUSG00000042333,2.6,4,0.62,9.80E-01
Ubb,ENSMUSG00000019505,245.46,378.11,0.62,5.90E-01
Nedd9,ENSMUSG00000021365,39.91,61.41,0.62,7.80E-01
Mcm10,ENSMUSG00000026669,16.64,10.82,-0.62,9.20E-01
Zufsp,ENSMUSG00000039531,15.45,10.02,-0.62,8.60E-01
Tmem129,ENSMUSG00000019295,5.49,8.47,0.62,9.80E-01
Sort1,ENSMUSG00000068747,55.45,85.43,0.62,4.00E-01
Acads,ENSMUSG00000029545,35.86,55.15,0.62,7.50E-01
Tecpr1,ENSMUSG00000066621,11.7,17.98,0.62,9.10E-01
4933404O12Rik,ENSMUSG00000097908,3.68,5.67,0.62,9.60E-01
Zmat1,ENSMUSG00000052676,3.71,2.41,-0.62,9.90E-01
Lypla1,ENSMUSG00000025903,50.55,77.78,0.62,8.50E-01
Fam8a1,ENSMUSG00000069237,41.96,64.55,0.62,4.70E-01
Ncaph2,ENSMUSG00000008690,34.48,22.42,-0.62,7.80E-01
Ndufb9,ENSMUSG00000022354,25.93,39.9,0.62,8.10E-01
Rhobtb3,ENSMUSG00000021589,3.85,2.5,-0.62,9.90E-01
Crebbp,ENSMUSG00000022521,234.26,152.26,-0.62,3.90E-01
Sema5a,ENSMUSG00000022231,8.93,5.8,-0.62,9.80E-01
Abl2,ENSMUSG00000026596,5.17,3.36,-0.62,9.60E-01
Cnn2,ENSMUSG00000004665,0.84,1.29,0.62,9.90E-01
Gpn2,ENSMUSG00000028848,0.95,1.46,0.62,9.90E-01
Ints9,ENSMUSG00000021975,4.7,7.22,0.62,9.60E-01
Lgmn,ENSMUSG00000021190,61.14,39.78,-0.62,7.80E-01
D930016D06Rik,ENSMUSG00000097392,2.26,3.48,0.62,9.80E-01
Ndufs3,ENSMUSG00000005510,4.79,7.35,0.62,9.60E-01
Tm9sf1,ENSMUSG00000002320,30.08,46.28,0.62,6.90E-01
Ggact,ENSMUSG00000041625,9.99,6.5,-0.62,9.50E-01
Gm44901,ENSMUSG00000108954,2.44,1.58,-0.62,9.90E-01
Gimap1,ENSMUSG00000090019,1.07,1.64,0.62,9.90E-01
Exoc4,ENSMUSG00000029763,19.82,12.9,-0.62,8.90E-01
H2-Ab1,ENSMUSG00000073421,675.11,439.33,-0.62,9.40E-01
Arid3a,ENSMUSG00000019564,68.64,44.71,-0.62,8.40E-01
Copz1,ENSMUSG00000060992,50.55,77.64,0.62,7.60E-01
Tmem50b,ENSMUSG00000022964,7.11,10.91,0.62,9.20E-01
Zfyve21,ENSMUSG00000021286,16.05,24.61,0.62,9.00E-01
Mef2a,ENSMUSG00000030557,47.55,30.99,-0.62,5.10E-01
Eepd1,ENSMUSG00000036611,77.09,50.24,-0.62,8.50E-01
Card14,ENSMUSG00000013483,41.94,27.33,-0.62,9.00E-01
Specc1l,ENSMUSG00000033444,439.86,286.64,-0.62,5.60E-01
Chkb,ENSMUSG00000022617,75.03,48.89,-0.62,7.10E-01
Egfr,ENSMUSG00000020122,55.98,36.51,-0.62,9.10E-01
Eya3,ENSMUSG00000028886,14.66,9.58,-0.62,8.60E-01
Slc7a6os,ENSMUSG00000033106,18.72,12.22,-0.62,9.50E-01
Sdha,ENSMUSG00000021577,117.57,180.26,0.62,6.50E-01
Cask,ENSMUSG00000031012,77.1,50.31,-0.62,6.30E-01
Sec62,ENSMUSG00000027706,56.09,36.6,-0.62,7.50E-01
Ctsz,ENSMUSG00000016256,45.66,69.98,0.62,7.80E-01
2310022A10Rik,ENSMUSG00000049643,5.97,9.14,0.62,9.20E-01
Lclat1,ENSMUSG00000054469,11.19,17.18,0.62,8.80E-01
Gps1,ENSMUSG00000025156,1.47,2.25,0.62,9.90E-01
Tnfrsf21,ENSMUSG00000023915,36.43,55.83,0.62,7.80E-01
Akap9,ENSMUSG00000040407,452,295.03,-0.62,4.60E-01
Gm44553,ENSMUSG00000108741,4.33,2.82,-0.62,9.80E-01
Exoc6b,ENSMUSG00000033769,65.29,42.63,-0.61,8.20E-01
Asap1,ENSMUSG00000022377,193.65,126.5,-0.61,7.40E-01
Spry2,ENSMUSG00000022114,3.77,5.77,0.61,9.90E-01
Osbpl11,ENSMUSG00000022807,32.78,21.41,-0.61,8.50E-01
Gna11,ENSMUSG00000034781,349.71,535.34,0.61,3.60E-01
Gm21885,ENSMUSG00000094091,6.54,9.99,0.61,9.30E-01
Dock1,ENSMUSG00000058325,74.58,48.72,-0.61,5.20E-01
Trim2,ENSMUSG00000027993,40.09,61.33,0.61,8.50E-01
4933434E20Rik,ENSMUSG00000027942,6.79,4.43,-0.61,9.20E-01
Asah1,ENSMUSG00000031591,9.32,14.29,0.61,8.80E-01
Gpt,ENSMUSG00000022546,176.15,269.41,0.61,5.40E-01
Fuom,ENSMUSG00000025466,11.66,17.81,0.61,8.80E-01
Cep135,ENSMUSG00000036403,7.56,4.95,-0.61,9.10E-01
AC122428.2,ENSMUSG00000110980,1.22,0.8,-0.61,9.90E-01
H1f0,ENSMUSG00000096210,78.06,51.07,-0.61,6.80E-01
Cdc42bpg,ENSMUSG00000024769,104.72,68.55,-0.61,5.20E-01
Cx3cl1,ENSMUSG00000031778,67.57,103.21,0.61,6.60E-01
Trappc8,ENSMUSG00000033382,56.84,37.2,-0.61,6.40E-01
Aldh9a1,ENSMUSG00000026687,175.65,268.32,0.61,4.70E-01
Met,ENSMUSG00000009376,48.93,32.04,-0.61,8.30E-01
Lmo7,ENSMUSG00000033060,1519.11,994.43,-0.61,6.50E-01
Commd5,ENSMUSG00000055041,5.6,3.67,-0.61,9.70E-01
Ngly1,ENSMUSG00000021785,12.17,7.98,-0.61,8.90E-01
Atmin,ENSMUSG00000047388,5.4,8.27,0.61,9.30E-01
Bco2,ENSMUSG00000032066,18.5,28.23,0.61,9.40E-01
Myl6,ENSMUSG00000090841,69.41,45.47,-0.61,7.10E-01
Pak2,ENSMUSG00000022781,88.14,57.75,-0.61,4.70E-01
Plekhf1,ENSMUSG00000074170,7.27,11.09,0.61,9.70E-01
Gm16098,ENSMUSG00000086754,8.3,5.44,-0.61,9.70E-01
Zfpm1,ENSMUSG00000049577,52.53,80.19,0.61,7.60E-01
Limk2,ENSMUSG00000020451,14.31,9.39,-0.61,8.60E-01
Xpo6,ENSMUSG00000000131,22.7,34.62,0.61,8.50E-01
Afdn,ENSMUSG00000068036,275.45,180.51,-0.61,5.00E-01
Spin1,ENSMUSG00000021395,29.05,19.02,-0.61,7.40E-01
Ndufv1,ENSMUSG00000037916,29.78,45.39,0.61,7.80E-01
Vps37a,ENSMUSG00000031600,23.35,35.61,0.61,7.30E-01
Cntrl,ENSMUSG00000057110,7.85,5.15,-0.61,9.50E-01
Sgpp2,ENSMUSG00000032908,18.09,27.61,0.61,8.70E-01
Ndst2,ENSMUSG00000039308,17.64,11.55,-0.61,9.40E-01
Btnl4,ENSMUSG00000058435,68.2,44.7,-0.61,5.30E-01
Zbtb7b,ENSMUSG00000028042,275.33,180.45,-0.61,4.30E-01
Rsl1d1,ENSMUSG00000005846,8.03,5.27,-0.61,9.80E-01
Sqor,ENSMUSG00000005803,64.85,42.51,-0.61,7.80E-01
Cfl2,ENSMUSG00000062929,2.87,4.37,0.61,9.30E-01
Lyn,ENSMUSG00000042228,17.51,26.64,0.61,7.60E-01
Sec16b,ENSMUSG00000026589,177.96,116.78,-0.61,7.60E-01
Gm42587,ENSMUSG00000105701,1.91,2.91,0.61,9.90E-01
Rbm39,ENSMUSG00000027620,157.15,103.16,-0.61,3.30E-01
Rnf152,ENSMUSG00000047496,65.51,43.04,-0.61,7.80E-01
Pex19,ENSMUSG00000003464,47.72,31.34,-0.61,7.30E-01
Shc1,ENSMUSG00000042626,19.66,12.92,-0.61,7.40E-01
Fus,ENSMUSG00000030795,47.95,31.5,-0.61,7.60E-01
Tmem79,ENSMUSG00000001420,15.79,10.37,-0.61,9.30E-01
Ndufa9,ENSMUSG00000000399,22.85,34.8,0.61,8.40E-01
Bak1,ENSMUSG00000057789,84.09,128.01,0.61,6.30E-01
Scamp5,ENSMUSG00000040722,26,39.55,0.61,8.20E-01
Rpl15,ENSMUSG00000012405,1.64,2.5,0.61,9.90E-01
Mtch2,ENSMUSG00000027282,37,56.28,0.61,7.40E-01
Ncln,ENSMUSG00000020238,33.46,50.89,0.61,5.90E-01
Ubxn4,ENSMUSG00000026353,87.01,57.22,-0.61,5.20E-01
Ankrd50,ENSMUSG00000044864,68.65,45.12,-0.6,7.60E-01
1810046K07Rik,ENSMUSG00000036027,1.24,1.88,0.6,9.90E-01
Alyref,ENSMUSG00000025134,9.5,6.24,-0.6,9.00E-01
Kdm6b,ENSMUSG00000018476,273.24,179.72,-0.6,2.70E-01
Gprc5a,ENSMUSG00000046733,181.98,119.73,-0.6,8.30E-01
Anapc16,ENSMUSG00000020107,5.1,7.76,0.6,9.30E-01
Dnaja1,ENSMUSG00000028410,11.93,7.85,-0.6,9.30E-01
Ciz1,ENSMUSG00000039205,44.11,29.01,-0.6,5.30E-01
Inpp4a,ENSMUSG00000026113,62.15,40.91,-0.6,8.30E-01
Atp5b,ENSMUSG00000025393,354.45,538.63,0.6,4.00E-01
Rpl26,ENSMUSG00000060938,16.23,10.69,-0.6,9.60E-01
Nf1,ENSMUSG00000020716,43.06,28.36,-0.6,7.20E-01
Dcaf8,ENSMUSG00000026554,43.51,28.63,-0.6,7.90E-01
Ift43,ENSMUSG00000007867,4.83,3.18,-0.6,9.70E-01
Prr14l,ENSMUSG00000054280,38.96,25.67,-0.6,7.60E-01
Clca1,ENSMUSG00000028255,204.41,134.58,-0.6,9.60E-01
Apeh,ENSMUSG00000032590,52.37,79.54,0.6,7.00E-01
Kif4,ENSMUSG00000034311,1.98,3.02,0.6,9.90E-01
Invs,ENSMUSG00000028344,3.94,2.6,-0.6,9.70E-01
Gskip,ENSMUSG00000044715,18.06,11.89,-0.6,8.70E-01
Slc39a11,ENSMUSG00000041654,6.42,9.73,0.6,8.80E-01
Anks1,ENSMUSG00000024219,40.47,26.69,-0.6,8.10E-01
Pomk,ENSMUSG00000037251,4.92,3.24,-0.6,9.80E-01
Kdm4b,ENSMUSG00000024201,40.21,26.5,-0.6,7.50E-01
Il17rd,ENSMUSG00000040717,4.97,3.28,-0.6,9.80E-01
Ntmt1,ENSMUSG00000026857,2.37,3.6,0.6,9.90E-01
Prps1l3,ENSMUSG00000079104,1.49,2.25,0.6,9.90E-01
Pigo,ENSMUSG00000028454,8.96,13.56,0.6,9.40E-01
Cxcl16,ENSMUSG00000018920,34.63,22.86,-0.6,7.00E-01
Tfg,ENSMUSG00000022757,141.6,214.41,0.6,5.20E-01
S100a16,ENSMUSG00000074457,3.05,2.02,-0.6,9.90E-01
Crip1,ENSMUSG00000006360,641.66,423.66,-0.6,3.30E-01
Kbtbd2,ENSMUSG00000059486,6.06,9.17,0.6,9.40E-01
Ino80d,ENSMUSG00000040865,57.67,38.06,-0.6,7.60E-01
Dnmt3a,ENSMUSG00000020661,35.74,23.62,-0.6,6.90E-01
Traf2,ENSMUSG00000026942,19.24,12.7,-0.6,9.60E-01
Gpd1l,ENSMUSG00000050627,30.43,46.06,0.6,7.10E-01
Tex10,ENSMUSG00000028345,5.66,3.74,-0.6,9.90E-01
Vps39,ENSMUSG00000027291,15.38,10.15,-0.6,9.30E-01
Kifc3,ENSMUSG00000031788,28.61,43.31,0.6,8.20E-01
Igbp1,ENSMUSG00000031221,45.8,30.28,-0.6,8.80E-01
Pdgfrb,ENSMUSG00000024620,15.01,22.68,0.6,8.80E-01
Ovol2,ENSMUSG00000037279,2.98,4.52,0.6,9.80E-01
Coq8b,ENSMUSG00000003762,22.92,15.15,-0.6,9.30E-01
Map3k9,ENSMUSG00000042724,22.19,14.69,-0.6,8.90E-01
Naxe,ENSMUSG00000028070,3.28,4.95,0.6,9.60E-01
Tnk1,ENSMUSG00000001583,43.65,28.88,-0.6,7.80E-01
Sh3yl1,ENSMUSG00000020669,33.18,21.97,-0.6,8.10E-01
Psma3,ENSMUSG00000060073,3.53,2.33,-0.6,9.70E-01
Tti1,ENSMUSG00000027650,5.36,3.53,-0.6,9.80E-01
Pja1,ENSMUSG00000034403,56.13,84.76,0.6,7.60E-01
0610040J01Rik,ENSMUSG00000060512,38.43,25.45,-0.6,7.70E-01
Maz,ENSMUSG00000030678,15.97,10.58,-0.6,8.80E-01
Pcyox1,ENSMUSG00000029998,13.95,21.08,0.6,9.20E-01
Sp2,ENSMUSG00000018678,16.94,11.22,-0.6,9.40E-01
Plekha7,ENSMUSG00000045659,104.18,68.99,-0.6,6.30E-01
Srcap,ENSMUSG00000053877,27.61,18.28,-0.59,6.30E-01
Rcn2,ENSMUSG00000032320,2.56,3.88,0.59,9.80E-01
Atf7,ENSMUSG00000099083,11.15,7.38,-0.59,9.60E-01
Akr1a1,ENSMUSG00000028692,147.36,222.46,0.59,4.30E-01
Plekha6,ENSMUSG00000041757,314.78,208.57,-0.59,5.60E-01
Zfp706,ENSMUSG00000062397,32.47,49.04,0.59,8.00E-01
H2-D1,ENSMUSG00000073411,1092.95,724.11,-0.59,5.90E-01
Trim12a,ENSMUSG00000066258,21.66,32.69,0.59,8.00E-01
Ptpn4,ENSMUSG00000026384,1.19,0.79,-0.59,9.90E-01
Creb1,ENSMUSG00000025958,19.38,29.23,0.59,7.60E-01
Ndufs6,ENSMUSG00000021606,6,9.02,0.59,9.10E-01
Lpgat1,ENSMUSG00000026623,141.7,213.78,0.59,6.70E-01
Fgd4,ENSMUSG00000022788,112.03,74.23,-0.59,6.20E-01
Rhot2,ENSMUSG00000025733,24.44,16.21,-0.59,8.50E-01
Pam,ENSMUSG00000026335,67.24,44.6,-0.59,8.00E-01
Cnbp,ENSMUSG00000030057,23.54,35.52,0.59,8.40E-01
Pmpcb,ENSMUSG00000029017,13.25,19.99,0.59,8.90E-01
Ift88,ENSMUSG00000040040,0.58,0.88,0.59,9.90E-01
Herc4,ENSMUSG00000020064,76.81,50.94,-0.59,7.60E-01
Slc12a6,ENSMUSG00000027130,26.14,17.35,-0.59,8.90E-01
Lrp6,ENSMUSG00000030201,39.32,59.29,0.59,8.60E-01
1810055G02Rik,ENSMUSG00000035372,104.26,157.17,0.59,7.80E-01
Pik3c2b,ENSMUSG00000026447,63.5,42.14,-0.59,4.90E-01
Golga3,ENSMUSG00000029502,63.91,42.43,-0.59,6.70E-01
Taf8,ENSMUSG00000023980,4.98,3.31,-0.59,9.40E-01
Psmb8,ENSMUSG00000024338,47.39,31.44,-0.59,8.80E-01
Cnst,ENSMUSG00000038949,42.31,28.05,-0.59,6.70E-01
Mylip,ENSMUSG00000038175,56.71,37.63,-0.59,8.70E-01
Cgn,ENSMUSG00000068876,430.46,285.7,-0.59,5.90E-01
Tspan5,ENSMUSG00000028152,52.28,34.67,-0.59,6.20E-01
Xpo1,ENSMUSG00000020290,13.66,9.08,-0.59,9.40E-01
Notch1,ENSMUSG00000026923,3.42,2.27,-0.59,9.80E-01
Cdk2ap2,ENSMUSG00000024856,7.16,10.79,0.59,9.30E-01
Secisbp2,ENSMUSG00000035139,15.7,23.62,0.59,9.10E-01
Cish,ENSMUSG00000032578,6.51,9.83,0.59,9.60E-01
Acin1,ENSMUSG00000022185,144.24,95.82,-0.59,5.30E-01
Vaultrc5,ENSMUSG00000065145,404.47,608.73,0.59,6.90E-01
Ell2,ENSMUSG00000001542,82.41,54.76,-0.59,6.80E-01
Upp1,ENSMUSG00000020407,127.67,84.83,-0.59,8.80E-01
Uba5,ENSMUSG00000032557,12.11,18.24,0.59,9.30E-01
Rock2,ENSMUSG00000020580,203.98,135.63,-0.59,5.90E-01
Ugp2,ENSMUSG00000001891,20.71,31.2,0.59,8.40E-01
Cyb561d2,ENSMUSG00000037190,2.13,1.42,-0.59,9.90E-01
Caml,ENSMUSG00000021501,4.72,7.08,0.59,9.70E-01
Etnk1,ENSMUSG00000030275,77.82,51.72,-0.59,6.50E-01
Kank1,ENSMUSG00000032702,3.54,5.32,0.59,9.80E-01
Map2k3,ENSMUSG00000018932,130.72,86.98,-0.59,7.40E-01
Smyd3,ENSMUSG00000055067,1.3,1.95,0.59,9.90E-01
Tinf2,ENSMUSG00000007589,18.81,12.52,-0.59,9.20E-01
Arf2,ENSMUSG00000062421,3.8,5.72,0.59,9.60E-01
Stradb,ENSMUSG00000026027,6.56,9.87,0.59,9.20E-01
Acsf2,ENSMUSG00000076435,64.35,96.64,0.59,8.50E-01
Gmppa,ENSMUSG00000033021,19.39,29.17,0.59,8.20E-01
Slc35c2,ENSMUSG00000017664,54.15,81.3,0.59,7.80E-01
Cnot9,ENSMUSG00000026174,11.88,7.9,-0.59,9.50E-01
Clu,ENSMUSG00000022037,23.51,15.67,-0.59,9.50E-01
Cnih4,ENSMUSG00000062169,18.94,28.42,0.59,8.80E-01
Tap1,ENSMUSG00000037321,69.13,46.03,-0.59,8.80E-01
Cnp,ENSMUSG00000006782,1.84,2.77,0.59,9.90E-01
Nfat5,ENSMUSG00000003847,294.56,196.18,-0.59,8.00E-01
Sympk,ENSMUSG00000023118,52.06,34.66,-0.59,6.40E-01
Slc6a7,ENSMUSG00000052026,0.64,0.95,0.59,9.90E-01
Pot1a,ENSMUSG00000029676,0.75,1.12,0.59,9.90E-01
Gm14584,ENSMUSG00000083798,1.02,0.68,-0.59,9.90E-01
Twsg1,ENSMUSG00000024098,4.04,6.07,0.59,9.80E-01
Srrm2,ENSMUSG00000039218,448.43,298.87,-0.59,5.10E-01
Eef2k,ENSMUSG00000035064,105.69,70.46,-0.59,9.00E-01
Fam76a,ENSMUSG00000028878,22.85,34.25,0.59,7.60E-01
Ube2a,ENSMUSG00000016308,15,9.99,-0.59,9.00E-01
Nras,ENSMUSG00000027852,11.67,7.78,-0.59,9.00E-01
Rbm4b,ENSMUSG00000033760,4.13,2.75,-0.59,9.90E-01
Ivns1abp,ENSMUSG00000023150,95.93,63.99,-0.58,7.60E-01
Ly6e,ENSMUSG00000022587,1.72,2.58,0.58,9.90E-01
Brwd3,ENSMUSG00000063663,26.26,39.43,0.58,8.50E-01
Rps15,ENSMUSG00000063457,12.3,8.19,-0.58,9.10E-01
Tdrd7,ENSMUSG00000035517,85.28,56.84,-0.58,6.40E-01
Atxn1,ENSMUSG00000046876,248.44,165.69,-0.58,7.30E-01
Dync1li2,ENSMUSG00000035770,26,17.31,-0.58,7.70E-01
Tmem238,ENSMUSG00000030431,35.51,53.24,0.58,8.50E-01
Srrd,ENSMUSG00000029346,3.51,2.34,-0.58,9.70E-01
Rsrp1,ENSMUSG00000037266,188.67,125.91,-0.58,7.30E-01
Atp10b,ENSMUSG00000055415,163.12,108.88,-0.58,7.70E-01
Aqp11,ENSMUSG00000042797,15.95,10.62,-0.58,9.10E-01
Wwp2,ENSMUSG00000031930,114.97,76.75,-0.58,6.20E-01
Dapk2,ENSMUSG00000032380,15.78,10.53,-0.58,8.50E-01
Tmem263,ENSMUSG00000060935,18.87,28.27,0.58,7.90E-01
Mum1,ENSMUSG00000020156,2.16,1.44,-0.58,9.90E-01
Gatd1,ENSMUSG00000051007,5.78,8.63,0.58,9.50E-01
Dlg5,ENSMUSG00000021782,85.88,57.38,-0.58,8.10E-01
Top1,ENSMUSG00000070544,135.71,90.74,-0.58,6.30E-01
Ifngr2,ENSMUSG00000022965,129.71,194.08,0.58,6.10E-01
Rap2b,ENSMUSG00000036894,25.55,38.25,0.58,8.70E-01
Cdkn2b,ENSMUSG00000073802,49.84,74.58,0.58,5.60E-01
Glod4,ENSMUSG00000017286,3.59,5.37,0.58,9.70E-01
Unc119b,ENSMUSG00000046562,9.14,13.64,0.58,9.00E-01
Son,ENSMUSG00000022961,361.34,241.66,-0.58,5.90E-01
Uso1,ENSMUSG00000029407,106.56,159.34,0.58,3.90E-01
Als2,ENSMUSG00000026024,42.36,63.25,0.58,7.20E-01
Hmg20b,ENSMUSG00000020232,67.49,45.13,-0.58,7.10E-01
Top3b,ENSMUSG00000022779,7.25,10.84,0.58,8.40E-01
Bmp1,ENSMUSG00000022098,29.39,43.88,0.58,8.20E-01
Nkiras2,ENSMUSG00000017837,44.35,29.7,-0.58,7.60E-01
Washc1,ENSMUSG00000024101,13.45,8.99,-0.58,9.30E-01
Hnrnpd,ENSMUSG00000000568,32.78,21.96,-0.58,7.90E-01
Rabl6,ENSMUSG00000015087,23.93,35.78,0.58,7.60E-01
Ralgds,ENSMUSG00000026821,89.42,59.9,-0.58,7.60E-01
C1qtnf12,ENSMUSG00000023571,7.92,11.83,0.58,9.70E-01
Map4k4,ENSMUSG00000026074,120.15,80.43,-0.58,3.60E-01
Sde2,ENSMUSG00000038806,9.48,14.14,0.58,9.60E-01
Maea,ENSMUSG00000079562,37.84,56.52,0.58,5.80E-01
Trmt1l,ENSMUSG00000053286,25.41,17.02,-0.58,8.00E-01
Slc25a46,ENSMUSG00000024259,14.58,21.75,0.58,8.90E-01
Fbxo28,ENSMUSG00000047539,8.43,12.6,0.58,9.10E-01
D330041H03Rik,ENSMUSG00000073437,8.33,5.59,-0.58,9.50E-01
Snrpd2,ENSMUSG00000040824,1.05,0.7,-0.58,9.90E-01
Acad11,ENSMUSG00000090150,53.32,79.52,0.58,6.30E-01
Rhog,ENSMUSG00000073982,23.84,15.95,-0.58,8.00E-01
Gm22154,ENSMUSG00000065778,1.85,2.75,0.58,9.50E-01
Cops5,ENSMUSG00000025917,9.33,6.26,-0.58,9.60E-01
Aktip,ENSMUSG00000031667,19.35,28.86,0.58,6.80E-01
Dusp11,ENSMUSG00000030002,78.49,52.66,-0.58,7.50E-01
Pdp2,ENSMUSG00000048371,22.27,14.92,-0.58,9.10E-01
Baz1b,ENSMUSG00000002748,64.05,42.93,-0.58,7.60E-01
Gm25099,ENSMUSG00000095676,4.28,2.86,-0.58,9.70E-01
Sntb2,ENSMUSG00000041308,9.21,13.72,0.58,9.70E-01
Rap1gap,ENSMUSG00000041351,4.05,2.72,-0.58,9.90E-01
Wdr18,ENSMUSG00000035754,2.61,3.9,0.58,9.90E-01
Scarna2,ENSMUSG00000088185,40.02,26.9,-0.58,8.50E-01
Agfg1,ENSMUSG00000026159,81.1,54.46,-0.57,7.30E-01
Usp37,ENSMUSG00000033364,4.57,6.79,0.57,9.90E-01
AC159649.1,ENSMUSG00000113094,1.85,1.25,-0.57,9.90E-01
Ddx46,ENSMUSG00000021500,65.85,44.27,-0.57,6.30E-01
B4galt4,ENSMUSG00000022793,12.45,18.5,0.57,9.60E-01
Tprkb,ENSMUSG00000054226,10.17,15.13,0.57,8.70E-01
Zfp37,ENSMUSG00000028389,19.78,13.33,-0.57,9.00E-01
Tmem245,ENSMUSG00000055296,25.49,37.91,0.57,9.20E-01
Mtmr2,ENSMUSG00000031918,12.63,18.76,0.57,8.80E-01
Purb,ENSMUSG00000094483,74.66,50.21,-0.57,5.30E-01
Brms1,ENSMUSG00000080268,24.6,36.55,0.57,7.00E-01
Ctbp1,ENSMUSG00000037373,49.01,32.97,-0.57,7.70E-01
Atp2b1,ENSMUSG00000019943,269.84,181.61,-0.57,7.50E-01
Enc1,ENSMUSG00000041773,18.44,27.39,0.57,8.40E-01
